Score,QuestionId,AcceptedAnswerId,CreationDate
2,23603,23605,2009-09-26T18:32:22.390
2,23675,23676,2009-09-28T05:16:07.950
2,23787,23790,2009-09-28T22:45:25.670
2,23799,23801,2009-09-29T03:13:01.417
2,23818,23821,2009-09-29T11:12:03.817
2,24028,24052,2009-09-30T15:23:23.873
2,24033,24035,2009-09-30T15:47:24.110
2,24069,24072,2009-09-30T19:43:17.110
2,24111,24120,2009-10-01T04:22:33.603
2,24254,24257,2009-10-01T22:06:55.923
2,24473,24477,2009-10-03T17:21:58.727
2,24904,24906,2009-10-07T18:30:15.030
2,24940,24947,2009-10-07T20:16:14.737
2,24968,25060,2009-10-07T21:34:16.673
2,25176,25177,2009-10-08T18:54:27.390
2,25215,25571,2009-10-08T22:54:30.443
2,25270,25272,2009-10-09T10:04:36.240
2,25302,25304,2009-10-09T13:41:05.003
2,25311,25339,2009-10-09T14:35:20.113
2,25312,25316,2009-10-09T14:36:59.313
2,25333,25334,2009-10-09T16:56:20.063
2,25363,25364,2009-10-09T20:58:29.277
2,25385,25386,2009-10-10T06:54:25.927
2,25504,25556,2009-10-11T15:12:51.480
2,25553,25554,2009-10-12T05:39:36.413
2,25603,25605,2009-10-12T16:41:26.167
2,25750,25954,2009-10-13T23:06:41.213
2,25785,25787,2009-10-14T06:56:34.613
2,25797,35919,2009-10-14T10:34:06.307
2,26098,26101,2009-10-16T00:07:42.627
2,26339,26360,2009-10-17T22:58:32.780
2,26431,26432,2009-10-19T13:09:10.857
2,26603,26605,2009-10-20T15:40:04.720
2,26684,30161,2009-10-21T00:41:31.433
2,26744,26747,2009-10-21T12:13:43.563
2,26906,26907,2009-10-22T07:52:48.230
2,26940,26941,2009-10-22T17:37:06.880
2,27008,27647,2009-10-23T06:59:08.647
2,27026,39465,2009-10-23T11:29:37.403
2,27107,27135,2009-10-23T22:48:42.443
2,27237,27238,2009-10-25T19:48:25.857
2,27487,27490,2009-10-27T20:08:11.780
2,27506,27507,2009-10-28T00:03:39.723
2,27604,27605,2009-10-28T17:46:15.420
2,27669,27673,2009-10-29T05:38:23.090
2,27845,30080,2009-10-30T04:21:14.713
2,28023,28027,2009-11-01T02:11:40.857
2,28042,35915,2009-11-01T14:55:35.510
2,28170,28173,2009-11-02T17:33:34.997
2,28172,64986,2009-11-02T17:37:31.447
2,28359,28378,2009-11-03T09:42:32.670
2,28402,28404,2009-11-03T14:52:08.057
2,28569,28678,2009-11-04T14:50:57.637
2,28618,28621,2009-11-04T23:05:19.910
2,28624,28627,2009-11-04T23:45:16.123
2,28789,28791,2009-11-06T04:51:06.963
2,28793,28833,2009-11-06T06:48:54.253
2,28867,28869,2009-11-06T16:42:42.097
2,29037,29038,2009-11-08T21:07:44.653
2,29144,29145,2009-11-10T00:19:54.210
2,29246,29247,2009-11-10T15:51:39.487
2,29266,29297,2009-11-10T18:50:36.323
2,29409,29411,2009-11-12T05:44:08.280
2,29442,29443,2009-11-12T13:58:48.897
2,29446,29480,2009-11-12T14:07:46.740
2,29458,29478,2009-11-12T15:16:31.600
2,29472,31368,2009-11-12T17:08:44.187
2,29484,29491,2009-11-12T19:06:18.480
2,29498,29502,2009-11-12T20:56:29.727
2,29582,29583,2009-11-13T13:04:04.283
2,29643,29645,2009-11-13T17:52:45.123
2,29651,29660,2009-11-13T18:33:47.117
2,29653,29655,2009-11-13T18:56:22.493
2,29668,32231,2009-11-13T20:17:10.030
2,29716,29720,2009-11-14T00:01:53.027
2,29759,29812,2009-11-14T17:29:22.143
2,29807,29873,2009-11-15T06:15:05.677
2,29833,29834,2009-11-15T13:55:23.530
2,29870,29874,2009-11-15T23:36:27.060
2,29903,29905,2009-11-16T10:39:58.063
2,29966,38180,2009-11-16T20:30:20.270
2,30155,31219,2009-11-18T01:26:23.757
2,30221,30226,2009-11-18T16:18:33.527
2,30263,30266,2009-11-18T20:07:19.400
2,30343,30348,2009-11-19T14:54:43.300
2,30345,30362,2009-11-19T14:58:00.627
2,30349,30350,2009-11-19T15:05:41.767
2,30395,30397,2009-11-19T23:27:58.457
2,30451,30466,2009-11-20T15:41:59.880
2,30462,30468,2009-11-20T16:46:29.373
2,30615,30616,2009-11-22T10:31:27.630
2,30636,30639,2009-11-22T20:05:03.443
2,30663,30666,2009-11-23T01:01:59.160
2,30759,30762,2009-11-24T13:01:52.130
2,30772,30775,2009-11-24T15:36:18.280
2,31000,31006,2009-11-26T06:12:19.437
2,31059,31063,2009-11-26T14:19:31.147
2,31100,31124,2009-11-26T20:38:46.483
2,31103,31153,2009-11-26T21:10:19.340
2,31197,31209,2009-11-27T20:42:14.973
2,31264,31266,2009-11-29T03:13:31.423
2,31275,31277,2009-11-29T02:35:04.000
2,31316,31320,2009-11-29T21:18:26.527
2,31412,31419,2009-11-30T22:02:30.533
2,31455,31460,2009-12-01T11:49:13.983
2,31485,31487,2009-12-01T16:54:17.613
2,31809,31817,2009-12-04T14:15:40.070
2,31833,31836,2009-12-04T15:45:00.877
2,31912,33210,2009-12-04T22:39:04.667
2,32057,32065,2009-12-06T17:30:49.647
2,32090,32095,2009-12-07T00:06:42.830
2,32108,32109,2009-12-07T04:18:16.617
2,32132,32134,2009-12-07T09:01:16.773
2,32267,32268,2009-12-08T11:43:15.510
2,32352,32354,2009-12-08T23:59:57.653
2,32369,32370,2009-12-09T01:35:31.660
2,32373,32379,2009-12-09T02:26:37.997
2,32389,33213,2009-12-09T07:18:26.530
2,32392,32403,2009-12-09T08:20:05.607
2,32428,32430,2009-12-09T14:47:47.960
2,32465,32466,2009-12-09T20:08:11.563
2,32537,32538,2009-12-10T04:05:54.297
2,32657,32667,2009-12-11T04:33:35.923
2,32801,32803,2009-12-13T00:11:35.223
2,32813,32824,2009-12-13T08:37:21.200
2,32901,32902,2009-12-14T16:04:07.850
2,32988,32990,2009-12-15T09:30:44.473
2,32992,32997,2009-12-15T12:21:23.977
2,33005,33027,2009-12-15T15:31:59.187
2,33107,33109,2009-12-16T03:12:28.450
2,33290,33294,2009-12-18T00:37:10.320
2,33303,33305,2009-12-18T02:25:48.657
2,33349,33351,2009-12-18T16:56:55.207
2,33408,33409,2009-12-19T09:56:19.750
2,33439,33440,2009-12-19T17:37:02.013
2,33471,33474,2009-12-20T01:45:29.803
2,33610,33611,2009-12-22T07:28:56.813
2,33626,33628,2009-12-22T15:07:34.827
2,33658,33679,2009-12-22T20:11:26.047
2,33803,33804,2009-12-24T11:42:32.887
2,33836,63511,2009-12-24T21:01:17.953
2,33952,33953,2009-12-27T15:35:38.710
2,33965,33967,2009-12-28T04:54:29.093
2,33986,33989,2009-12-28T10:54:43.430
2,34053,34115,2009-12-29T12:55:07.853
2,34060,34063,2009-12-29T16:17:40.727
2,34203,34206,2009-12-31T06:04:08.270
2,34317,34322,2010-01-02T01:32:14.687
2,34444,34447,2010-01-04T05:16:36.427
2,34601,34602,2010-01-05T20:16:27.937
2,34614,34615,2010-01-05T21:51:45.627
2,34632,34633,2010-01-06T01:56:36.047
2,34642,34643,2010-01-06T06:13:58.513
2,34663,34701,2010-01-06T10:27:36.170
2,34717,34719,2010-01-06T19:14:21.327
2,34740,34746,2010-01-06T23:22:30.680
2,34786,34827,2010-01-07T16:10:02.407
2,34840,34847,2010-01-08T03:31:49.110
2,34857,55712,2010-01-08T04:36:57.807
2,35011,35031,2010-01-09T15:14:55.753
2,35159,35161,2010-01-11T15:38:52.583
2,35208,35210,2010-01-12T01:49:42.647
2,35258,35259,2010-01-12T11:37:22.407
2,35291,35306,2010-01-12T17:12:04.243
2,35434,35451,2010-01-13T13:11:53.597
2,35462,35463,2010-01-13T16:54:57.173
2,35669,35673,2010-01-14T22:29:51.180
2,35836,35837,2010-01-15T19:34:21.027
2,35842,35845,2010-01-15T20:10:05.560
2,35880,35888,2010-01-16T00:03:47.480
2,35985,35986,2010-01-17T06:08:35.350
2,36053,36072,2010-01-18T06:24:39.393
2,36073,36074,2010-01-18T09:53:06.437
2,36196,36205,2010-01-19T12:10:42.003
2,36362,36363,2010-01-20T18:56:32.667
2,36450,36451,2010-01-21T13:38:46.473
2,36745,36746,2010-01-23T16:25:09.730
2,36777,36779,2010-01-23T20:51:45.717
2,36814,36815,2010-01-24T11:49:25.430
2,36833,36835,2010-01-24T17:32:37.090
2,36894,36900,2010-01-25T10:51:41.523
2,36951,36952,2010-01-25T19:22:29.503
2,36967,36968,2010-01-25T21:27:42.617
2,36969,36971,2010-01-25T21:41:32.337
2,37084,37086,2010-01-26T23:02:21.890
2,37124,37125,2010-01-27T04:08:34.463
2,37183,37187,2010-01-27T17:44:04.120
2,37216,37220,2010-01-27T21:20:38.437
2,37235,37278,2010-01-27T23:22:42.480
2,37799,37800,2010-02-01T15:36:11.013
2,37849,37850,2010-02-01T21:31:58.997
2,37915,58765,2010-02-02T10:42:28.197
2,38149,38150,2010-02-03T18:34:37.457
2,38252,38256,2010-02-04T10:41:58.357
2,38299,39033,2010-02-04T19:20:40.117
2,38466,38468,2010-02-05T19:54:52.950
2,38532,38533,2010-02-06T11:49:51.900
2,38687,38697,2010-02-08T12:22:19.300
2,38745,38757,2010-02-08T21:25:03.623
2,38778,38788,2010-02-09T05:03:33.580
2,38802,38804,2010-02-09T13:10:25.290
2,38823,38845,2010-02-09T14:51:13.033
2,39080,39133,2010-02-11T15:50:15.843
2,39168,39169,2010-02-12T02:34:25.180
2,39214,39218,2010-02-12T14:38:59.557
2,39225,39227,2010-02-12T15:29:06.103
2,39341,39342,2010-02-13T01:51:15.063
2,39467,39468,2010-02-15T05:06:23.980
2,39531,39532,2010-02-15T17:58:45.660
2,39635,39637,2010-02-16T20:48:34.577
2,39880,39883,2010-02-19T09:37:51.450
2,40221,40237,2010-02-22T18:19:27.173
2,40358,40359,2010-02-23T18:11:35.507
2,40473,40474,2010-02-24T21:49:30.497
2,40490,40491,2010-02-25T02:36:56.253
2,40493,40495,2010-02-25T06:28:54.913
2,40497,40499,2010-02-25T09:04:47.420
2,40544,40545,2010-02-25T18:35:00.630
2,40576,40580,2010-02-25T23:27:26.387
2,40622,40624,2010-02-26T11:56:18.593
2,40663,40664,2010-02-26T20:32:21.833
2,40730,40732,2010-02-28T07:33:40.673
2,40769,40780,2010-03-01T01:54:32.220
2,40777,40798,2010-03-01T06:29:34.967
2,40863,40864,2010-03-02T02:19:39.523
2,40930,40946,2010-03-02T19:51:02.723
2,40955,40964,2010-03-03T00:23:16.203
2,41013,44111,2010-03-03T15:12:32.547
2,41191,41194,2010-03-04T19:01:57.273
2,41219,41223,2010-03-04T22:54:34.607
2,41337,41338,2010-03-05T19:35:51.750
2,41443,41444,2010-03-07T04:05:01.617
2,41507,48709,2010-03-08T14:31:53.390
2,41588,41600,2010-03-09T03:26:26.973
2,41953,41954,2010-03-11T23:53:53.207
2,42047,42052,2010-03-12T14:17:03.700
2,42076,42094,2010-03-12T16:20:22.063
2,42175,42192,2010-03-13T23:30:43.483
2,42236,45720,2010-03-14T23:28:17.793
2,42343,42344,2010-03-15T22:41:39.843
2,42364,42423,2010-03-16T07:11:34.180
2,42414,42417,2010-03-16T15:13:40.517
2,42425,42426,2010-03-16T16:14:23.250
2,42455,42457,2010-03-16T19:19:55.077
2,42613,42614,2010-03-18T01:31:29.033
2,42828,42830,2010-03-19T09:01:31.840
2,42891,48705,2010-03-19T17:39:16.473
2,42988,42999,2010-03-20T04:58:34.613
2,43027,43028,2010-03-20T15:02:34.967
2,43086,43101,2010-03-20T23:05:53.160
2,43360,43373,2010-03-22T06:43:12.023
2,43390,43392,2010-03-22T08:46:49.303
2,43410,43931,2010-03-22T10:11:32.663
2,43705,43708,2010-03-23T19:40:03.513
2,43830,43832,2010-03-24T17:48:33.740
2,43851,43854,2010-03-24T20:06:15.153
2,43868,43927,2010-03-24T20:35:40.787
2,43894,43895,2010-03-25T01:29:51.110
2,43967,43968,2010-03-25T13:49:01.427
2,44017,44030,2010-03-25T17:12:54.473
2,44174,44175,2010-03-26T18:47:37.073
2,44241,44242,2010-03-27T07:16:29.603
2,44405,44407,2010-03-29T10:08:45.403
2,44475,44481,2010-03-29T21:32:02.180
2,44693,44696,2010-03-31T14:43:27.727
2,44747,44749,2010-03-31T20:29:03.023
2,44825,44829,2010-03-31T23:19:06.873
2,44955,44957,2010-04-01T07:15:26.260
2,45003,45244,2010-04-01T12:26:34.993
2,45208,45209,2010-04-01T23:11:44.953
2,45271,45272,2010-04-02T09:06:27.780
2,45356,45361,2010-04-03T10:02:41.367
2,45507,45512,2010-04-05T07:16:14.023
2,45744,45745,2010-04-07T07:54:21.343
2,45955,45958,2010-04-08T20:51:36.940
2,45985,45987,2010-04-09T04:27:40.053
2,46013,46020,2010-04-09T08:11:42.823
2,46165,46166,2010-04-09T19:44:07.300
2,46240,46243,2010-04-10T22:19:03.173
2,46360,46416,2010-04-12T18:15:47.713
2,46382,46386,2010-04-12T21:06:39.267
2,46393,46394,2010-04-12T21:41:39.963
2,46434,46435,2010-04-13T08:37:39.733
2,46576,46590,2010-04-14T03:25:21.360
2,46616,46628,2010-04-14T11:29:16.107
2,46649,46709,2010-04-14T16:27:09.977
2,46754,46756,2010-04-15T17:21:13.850
2,46858,46866,2010-04-16T13:46:49.690
2,46863,46864,2010-04-16T14:31:53.133
2,47020,47025,2010-04-17T15:14:54.383
2,47059,47089,2010-04-18T04:10:58.237
2,47399,48128,2010-04-21T19:50:26.233
2,47421,47422,2010-04-21T23:11:46.813
2,47424,47425,2010-04-21T23:50:44.600
2,47488,47490,2010-04-22T15:08:43.183
2,47786,47792,2010-04-25T01:16:48.673
2,47814,47816,2010-04-25T11:30:11.223
2,47848,47863,2010-04-26T07:10:29.137
2,47864,47892,2010-04-26T09:27:42.410
2,47872,47874,2010-04-26T11:30:50.243
2,47886,47890,2010-04-26T14:03:47.347
2,47929,47930,2010-04-26T21:43:44.773
2,47991,47992,2010-04-27T13:23:27.830
2,48112,48113,2010-04-28T13:05:35.837
2,48152,48162,2010-04-28T18:36:27.160
2,48288,48373,2010-04-29T18:06:33.200
2,48294,48310,2010-04-29T19:38:40.830
2,48312,48313,2010-04-29T22:45:04.093
2,48315,48316,2010-04-29T23:15:12.240
2,48318,48325,2010-04-30T00:27:12.443
2,48402,48407,2010-04-30T13:48:28.040
2,48462,48478,2010-04-30T23:50:00.410
2,48588,48593,2010-05-03T05:50:26.667
2,48685,48687,2010-05-04T07:37:03.623
2,48866,48875,2010-05-05T17:05:45.983
2,48872,48873,2010-05-05T18:10:09.950
2,48923,48931,2010-05-06T00:36:25.860
2,48959,48960,2010-05-06T09:25:27.683
2,48980,48982,2010-05-06T14:37:31.060
2,49020,49021,2010-05-06T18:54:15.207
2,49027,49029,2010-05-06T20:09:37.983
2,49122,49131,2010-05-07T12:49:09.947
2,49242,49243,2010-05-08T11:06:10.610
2,49310,49406,2010-05-09T02:36:57.560
2,49346,49347,2010-05-09T14:11:56.147
2,49355,49399,2010-05-09T16:10:06.157
2,49413,49415,2010-05-10T12:16:37.333
2,49487,49488,2010-05-10T20:58:32.437
2,49509,49510,2010-05-11T01:15:11.337
2,49607,49609,2010-05-11T22:39:27.587
2,49629,49671,2010-05-12T02:47:54.847
2,49670,49674,2010-05-12T10:29:36.867
2,49745,49748,2010-05-13T10:55:07.180
2,49777,49806,2010-05-13T16:57:00.803
2,49785,49786,2010-05-13T18:38:43.267
2,49800,49804,2010-05-13T22:02:50.700
2,49805,49809,2010-05-13T23:18:33.150
2,49910,49913,2010-05-14T19:36:40.830
2,49968,50011,2010-05-15T08:42:43.467
2,50063,50064,2010-05-16T10:25:28.457
2,50110,50115,2010-05-16T23:29:47.770
2,50175,50178,2010-05-17T13:53:28.430
2,50330,50332,2010-05-18T12:39:24.033
2,50397,50398,2010-05-18T19:52:11.787
2,50403,50404,2010-05-18T20:33:39.607
2,50417,50421,2010-05-18T23:04:22.580
2,50444,50446,2010-05-19T09:39:38.750
2,50471,50480,2010-05-19T14:09:31.510
2,50484,50487,2010-05-19T16:50:20.110
2,50486,50488,2010-05-19T16:58:05.350
2,50503,50504,2010-05-19T18:34:19.580
2,50859,50860,2010-05-22T18:32:19.537
2,50880,50881,2010-05-23T00:53:57.033
2,50983,50984,2010-05-24T10:47:29.460
2,51104,51190,2010-05-25T12:07:18.303
2,51113,51115,2010-05-25T13:05:37.720
2,51140,51142,2010-05-25T17:11:18.907
2,51282,51292,2010-05-26T16:54:51.523
2,51331,51332,2010-05-26T20:10:09.480
2,51539,51548,2010-05-28T08:27:03.493
2,51635,51637,2010-05-28T19:24:33.160
2,51672,51678,2010-05-29T00:06:43.433
2,51719,51721,2010-05-30T01:00:51.330
2,51774,51778,2010-05-30T20:20:01.177
2,51788,51814,2010-05-31T01:31:08.157
2,51907,51908,2010-06-01T05:14:44.243
2,51914,51916,2010-06-01T06:43:55.047
2,51926,51939,2010-06-01T08:53:20.367
2,51929,51930,2010-06-01T09:18:05.173
2,51975,51976,2010-06-01T16:56:38.150
2,52007,52009,2010-06-01T20:08:48.060
2,52040,52073,2010-06-01T23:02:18.367
2,52187,52200,2010-06-02T16:30:35.833
2,52218,52226,2010-06-02T19:20:02.257
2,52353,52354,2010-06-03T14:10:32.090
2,52359,52364,2010-06-03T14:33:12.243
2,52368,52374,2010-06-03T15:48:51.117
2,52466,52489,2010-06-04T05:14:36.743
2,52535,53217,2010-06-04T16:25:50.290
2,52568,52573,2010-06-04T21:35:19.130
2,52653,54297,2010-06-05T17:46:01.437
2,52720,52724,2010-06-06T16:45:38.600
2,52791,52793,2010-06-07T09:50:01.153
2,52893,52895,2010-06-08T08:04:04.383
2,52945,52956,2010-06-08T17:28:06.857
2,52990,52995,2010-06-08T22:40:50.103
2,53032,53033,2010-06-09T07:57:01.920
2,53079,53120,2010-06-09T15:34:43.353
2,53417,53421,2010-06-12T12:46:10.360
2,53427,53430,2010-06-12T14:22:53.597
2,53470,53485,2010-06-13T06:36:54.957
2,53529,53534,2010-06-14T07:03:57.340
2,53636,53638,2010-06-15T01:17:15.767
2,53651,53825,2010-06-15T06:11:19.447
2,53665,53666,2010-06-15T08:56:26.303
2,53764,53766,2010-06-15T20:44:16.547
2,53827,66067,2010-06-16T07:39:18.480
2,53875,53996,2010-06-16T16:04:56.417
2,54133,54134,2010-06-18T10:48:29.410
2,54181,54414,2010-06-18T15:39:50.173
2,54210,54212,2010-06-18T19:01:06.077
2,54225,54228,2010-06-18T20:46:13.667
2,54323,54324,2010-06-19T15:01:33.407
2,54385,54390,2010-06-20T14:50:15.427
2,54417,54420,2010-06-21T01:05:50.587
2,54476,54477,2010-06-21T14:42:27.047
2,54482,54483,2010-06-21T15:13:54.003
2,54536,54537,2010-06-22T01:58:59.687
2,54540,54691,2010-06-22T02:08:39.050
2,54581,54582,2010-06-22T13:57:21.373
2,54616,54617,2010-06-22T16:44:51.917
2,54621,54623,2010-06-22T17:03:04.900
2,54727,54729,2010-06-23T14:28:47.723
2,54756,54757,2010-06-23T19:32:52.523
2,54765,55692,2010-06-23T22:52:12.747
2,54779,54780,2010-06-24T01:52:52.850
2,54826,54828,2010-06-24T10:52:52.190
2,54833,54877,2010-06-24T12:13:24.150
2,54856,54863,2010-06-24T14:19:26.880
2,54922,58400,2010-06-24T20:00:01.690
2,54963,54971,2010-06-25T07:25:14.173
2,55048,55050,2010-06-25T17:31:30.637
2,55085,55087,2010-06-26T04:13:34.013
2,55095,55096,2010-06-26T08:48:25.213
2,55109,55112,2010-06-26T17:11:54.507
2,55199,55200,2010-06-28T08:03:38.820
2,55248,55249,2010-06-28T18:16:14.297
2,55296,55301,2010-06-29T03:26:49.720
2,55373,56144,2010-06-29T19:16:43.353
2,55397,55407,2010-06-30T00:23:36.017
2,55445,55463,2010-06-30T12:14:14.387
2,55489,55492,2010-06-30T18:07:49.120
2,55505,55509,2010-06-30T20:57:37.610
2,55546,55548,2010-07-01T05:53:51.387
2,55676,55687,2010-07-02T01:51:46.510
2,55695,63581,2010-07-02T05:39:46.113
2,55720,55786,2010-07-02T11:58:18.083
2,55747,55756,2010-07-02T14:51:32.823
2,55782,55784,2010-07-02T18:02:07.987
2,55840,57945,2010-07-03T21:03:13.760
2,55970,55972,2010-07-05T22:20:39.580
2,56115,56257,2010-07-07T10:46:47.847
2,56202,56226,2010-07-07T22:39:31.037
2,56247,56248,2010-07-08T07:23:53.680
2,56252,56254,2010-07-08T09:18:06.933
2,56298,56299,2010-07-08T15:49:03.450
2,56477,56478,2010-07-09T18:31:41.903
2,56515,56518,2010-07-10T01:21:55.347
2,56523,56526,2010-07-10T02:37:05.580
2,56546,56548,2010-07-10T10:13:27.217
2,56578,56593,2010-07-10T19:15:47.773
2,56614,56615,2010-07-11T05:17:04.737
2,56681,56704,2010-07-12T02:13:47.000
2,56699,56700,2010-07-12T04:45:37.710
2,56840,56841,2010-07-13T06:03:33.217
2,56876,56877,2010-07-13T11:47:12.147
2,56889,56893,2010-07-13T13:30:54.153
2,56899,56928,2010-07-13T15:51:01.213
2,57001,57003,2010-07-14T07:20:21.443
2,57013,57985,2010-07-14T09:18:30.873
2,57014,57036,2010-07-14T09:20:55.913
2,57015,57069,2010-07-14T09:30:13.413
2,57031,57039,2010-07-14T11:57:42.730
2,57071,60514,2010-07-14T15:47:14.127
2,57086,59717,2010-07-14T17:29:13.387
2,57104,57107,2010-07-14T18:51:37.450
2,57121,57433,2010-07-14T20:51:38.003
2,57209,57212,2010-07-15T08:13:26.253
2,57277,57281,2010-07-15T16:51:43.367
2,57401,57403,2010-07-16T13:48:27.873
2,57435,57437,2010-07-16T19:25:54.893
2,57439,57448,2010-07-16T19:48:27.447
2,57462,57463,2010-07-16T21:48:11.780
2,57608,57609,2010-07-18T21:14:25.390
2,57613,57714,2010-07-18T23:31:54.137
2,57665,57666,2010-07-19T14:33:56.450
2,57715,57717,2010-07-19T23:36:33.757
2,57783,57786,2010-07-20T18:10:40.820
2,57825,57833,2010-07-20T23:45:11.330
2,57836,57896,2010-07-21T03:05:25.813
2,57953,57956,2010-07-22T00:04:44.123
2,57968,57969,2010-07-22T03:34:41.467
2,57978,58085,2010-07-22T05:54:25.813
2,58038,58040,2010-07-22T14:38:44.910
2,58199,58218,2010-07-23T09:02:06.977
2,58230,58234,2010-07-23T13:09:38.167
2,58272,58273,2010-07-23T16:38:25.737
2,58318,58327,2010-07-24T00:32:00.727
2,58360,58361,2010-07-24T19:57:41.967
2,58416,58419,2010-07-25T18:44:45.860
2,58521,58524,2010-07-26T20:02:23.407
2,58546,58553,2010-07-27T05:04:40.893
2,58686,58778,2010-07-27T21:58:19.600
2,58687,58688,2010-07-27T22:19:02.297
2,58794,58798,2010-07-28T15:34:02.620
2,58986,59028,2010-07-29T17:25:36.940
2,59052,59060,2010-07-30T04:17:24.463
2,59134,59274,2010-07-30T19:55:14.500
2,59147,59148,2010-07-31T00:07:40.533
2,59230,59231,2010-08-01T09:51:55.930
2,59267,59294,2010-08-01T19:42:07.140
2,59278,59284,2010-08-01T23:54:01.413
2,59279,59281,2010-08-02T00:04:48.663
2,59288,59291,2010-08-02T02:32:28.787
2,59293,59297,2010-08-02T05:39:41.760
2,59312,59313,2010-08-02T09:21:32.327
2,59421,59479,2010-08-03T00:33:01.410
2,59494,59497,2010-08-03T20:09:42.637
2,59502,59514,2010-08-03T21:55:56.757
2,59511,59512,2010-08-03T23:14:35.667
2,59712,59744,2010-08-05T04:56:38.760
2,59771,59783,2010-08-05T13:14:54.893
2,59796,59799,2010-08-05T16:48:13.827
2,59821,59824,2010-08-05T19:17:48.643
2,59884,59885,2010-08-06T03:26:59.740
2,59886,59891,2010-08-06T04:00:38.487
2,59900,59901,2010-08-06T07:33:27.407
2,59973,59992,2010-08-06T19:30:10.003
2,59991,59995,2010-08-06T21:26:56.393
2,60088,60089,2010-08-07T21:18:06.997
2,60093,60094,2010-08-07T23:48:35.237
2,60118,60126,2010-08-08T14:19:13.547
2,60251,60252,2010-08-09T21:21:11.523
2,60295,60296,2010-08-10T08:43:09.720
2,60455,60456,2009-02-03T15:04:22.190
2,60492,60497,2010-08-11T02:07:20.947
2,60552,60553,2010-08-11T13:31:31.807
2,60580,60581,2010-08-11T18:02:32.960
2,60693,60702,2010-08-12T14:25:13.813
2,60777,64602,2010-08-13T01:30:29.447
2,60838,60839,2010-08-13T09:53:18.157
2,60852,60858,2010-08-13T11:40:45.333
2,60859,60884,2010-08-13T12:05:42.810
2,60876,60878,2010-08-13T13:10:23.730
2,60926,60929,2010-08-13T17:28:00.170
2,60955,60956,2010-08-13T22:57:20.553
2,60960,60962,2010-08-13T23:12:10.087
2,61021,61034,2010-08-14T15:50:22.270
2,61031,61032,2010-08-14T18:39:34.113
2,61053,61056,2010-08-14T23:36:23.973
2,61054,61065,2010-08-15T00:39:39.520
2,61079,61127,2010-08-15T12:47:20.497
2,61112,61114,2010-08-15T17:52:28.040
2,61116,61124,2010-08-15T19:06:18.427
2,61152,61465,2010-08-16T04:24:40.927
2,61168,61177,2010-08-16T07:40:19.177
2,61179,61297,2010-08-16T10:16:27.557
2,61194,61197,2010-08-16T13:51:44.960
2,61276,61287,2010-08-16T23:55:42.917
2,61367,61369,2010-08-17T17:23:32.877
2,61390,61391,2010-08-17T19:17:14.060
2,61394,61434,2010-08-17T20:29:04.590
2,61570,61574,2010-08-19T06:32:03.060
2,61633,61638,2010-08-19T21:57:49.880
2,61713,61714,2010-08-20T14:33:17.197
2,61725,61786,2010-08-20T18:15:48.360
2,61877,61878,2010-08-22T15:51:24.977
2,61900,61901,2010-08-22T22:22:30.580
2,61970,61972,2010-08-23T14:52:00.453
2,62071,62078,2010-08-24T11:36:28.587
2,62100,62119,2010-08-24T14:58:13.257
2,62109,62110,2010-08-24T16:09:53.080
2,62210,62213,2010-08-25T08:20:19.310
2,62221,62236,2010-08-25T09:48:57.147
2,62230,62231,2010-08-25T11:07:27.950
2,62259,62260,2010-08-25T15:16:50.330
2,62364,69428,2010-08-26T07:50:28.153
2,62371,62376,2010-08-26T09:40:57.377
2,62390,62396,2010-08-26T13:43:21.970
2,62400,62419,2010-08-26T14:30:46.460
2,62403,62404,2010-08-26T14:40:57.843
2,62405,62417,2010-08-26T14:44:33.077
2,62439,62465,2010-08-26T17:55:15.063
2,62488,62492,2010-08-27T04:51:51.623
2,62511,62513,2010-08-27T11:36:20.880
2,62572,65775,2010-08-27T21:03:51.917
2,62625,62686,2010-08-28T06:04:10.067
2,62708,62709,2010-08-29T15:50:24.730
2,62712,62713,2010-08-29T17:24:45.080
2,62763,62765,2010-08-30T05:23:53.207
2,62799,62802,2010-08-30T15:18:05.613
2,63051,63085,2010-09-01T09:34:50.403
2,63089,63109,2010-09-01T14:55:37.143
2,63100,63102,2010-09-01T15:34:29.313
2,63165,63168,2010-09-02T07:37:14.413
2,63240,63256,2010-09-02T19:29:53.417
2,63299,63300,2010-09-03T02:31:35.400
2,63303,63508,2010-09-03T04:13:14.850
2,63318,63334,2010-09-03T08:18:09.487
2,63327,63330,2010-09-03T10:01:05.880
2,63338,63340,2010-09-03T10:51:00.163
2,63416,63417,2010-09-03T21:07:17.110
2,63419,63421,2010-09-03T21:58:51.223
2,63422,63425,2010-09-03T22:11:20.250
2,63439,63440,2010-09-04T06:59:53.150
2,63444,63445,2010-09-04T10:09:58.330
2,63452,63453,2010-09-04T12:54:10.347
2,63466,63467,2010-09-04T16:46:07.060
2,63472,63473,2010-09-04T18:48:08.767
2,63493,64185,2010-09-05T02:54:55.493
2,63626,63640,2010-09-06T16:26:53.030
2,63627,63629,2010-09-06T16:40:30.613
2,63650,63652,2010-09-07T00:42:46.503
2,63674,63675,2010-09-07T06:47:26.770
2,63809,63829,2010-09-07T23:13:08.020
2,63820,63900,2010-09-08T01:51:45.013
2,63821,63822,2010-09-08T01:53:21.007
